"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 01, 2019","204,500","201,500","205,500","201,000","55.72K","1.49%"
"Oct 31, 2019","201,500","204,500","207,000","201,500","78.41K","-1.23%"
"Oct 30, 2019","204,000","206,000","206,000","202,500","81.28K","0.00%"
"Oct 29, 2019","204,000","204,500","207,000","203,000","88.61K","-0.24%"
"Oct 28, 2019","204,500","203,000","206,000","202,000","132.00K","1.49%"
"Oct 25, 2019","201,500","191,500","202,000","191,500","181.97K","3.87%"
"Oct 24, 2019","194,000","190,000","194,500","188,500","90.24K","2.37%"
"Oct 23, 2019","189,500","190,000","191,000","189,000","82.30K","-0.79%"
"Oct 22, 2019","191,000","194,500","196,000","190,500","92.32K","-1.80%"
"Oct 21, 2019","194,500","194,000","194,500","192,500","31.50K","1.04%"
"Oct 18, 2019","192,500","194,000","195,500","192,000","42.19K","-0.77%"
"Oct 17, 2019","194,000","195,500","195,500","193,000","54.83K","-0.26%"
"Oct 16, 2019","194,500","193,500","195,500","193,000","37.82K","0.78%"
"Oct 15, 2019","193,000","196,000","196,500","192,000","66.40K","-2.03%"
"Oct 14, 2019","197,000","197,500","198,000","196,000","39.83K","1.29%"
"Oct 11, 2019","194,500","195,000","196,000","193,500","41.27K","1.04%"
"Oct 10, 2019","192,500","189,500","194,500","188,500","106.79K","0.00%"
"Oct 08, 2019","192,500","193,000","193,500","190,000","55.88K","0.52%"
"Oct 07, 2019","191,500","190,500","192,500","189,500","40.63K","0.52%"
"Oct 04, 2019","190,500","191,000","192,500","189,000","62.17K","0.53%"
"Oct 02, 2019","189,500","191,500","193,000","189,500","62.74K","-1.56%"
"Oct 01, 2019","192,500","190,500","193,500","189,500","64.45K","1.05%"
"Sep 30, 2019","190,500","189,500","192,500","189,500","62.99K","0.53%"
"Sep 29, 2019","189,500","189,500","189,500","189,500","-","0.00%"
"Sep 27, 2019","189,500","197,500","197,500","188,500","98.97K","-3.56%"
"Sep 26, 2019","196,500","200,500","202,000","196,000","104.79K","-1.75%"
"Sep 25, 2019","200,000","202,000","203,000","200,000","80.29K","-1.23%"
"Sep 24, 2019","202,500","201,000","203,000","199,500","67.35K","1.00%"
"Sep 23, 2019","200,500","201,000","202,000","199,500","43.21K","0.00%"
"Sep 20, 2019","200,500","200,000","200,500","197,500","74.33K","0.75%"
"Sep 19, 2019","199,000","199,500","201,500","197,000","61.22K","0.76%"
"Sep 18, 2019","197,500","199,500","200,000","197,500","59.96K","-1.00%"
"Sep 17, 2019","199,500","194,500","200,500","194,500","98.71K","1.79%"
"Sep 16, 2019","196,000","198,500","198,500","195,000","50.63K","0.00%"
"Sep 11, 2019","196,000","198,000","200,000","196,000","155.00K","-0.51%"
"Sep 10, 2019","197,000","192,500","197,000","192,000","81.50K","2.34%"
"Sep 09, 2019","192,500","194,000","195,000","192,000","69.47K","-1.53%"
"Sep 06, 2019","195,500","195,000","197,500","194,500","48.73K","-0.26%"
"Sep 05, 2019","196,000","194,500","198,500","193,000","86.07K","0.77%"
"Sep 04, 2019","194,500","192,500","195,000","192,000","71.05K","1.04%"
"Sep 03, 2019","192,500","192,000","194,500","191,500","55.85K","-0.26%"
"Sep 02, 2019","193,000","193,500","195,500","192,000","46.80K","-1.53%"
