"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 01, 2019","145,500","142,500","146,000","142,000","715.19K","2.83%"
"Oct 31, 2019","141,500","139,000","144,000","138,500","725.61K","2.54%"
"Oct 30, 2019","138,000","140,500","140,500","137,500","250.88K","-1.08%"
"Oct 29, 2019","139,500","141,500","142,000","138,000","356.71K","-0.36%"
"Oct 28, 2019","140,000","142,000","145,000","139,500","665.01K","0.00%"
"Oct 27, 2019","140,000","140,000","140,000","140,000","-","0.00%"
"Oct 25, 2019","140,000","140,000","141,000","139,500","195.86K","0.36%"
"Oct 24, 2019","139,500","140,500","142,000","139,000","489.16K","-0.36%"
"Oct 23, 2019","140,000","136,000","140,000","135,500","1.04M","2.94%"
"Oct 22, 2019","136,000","134,000","136,000","134,000","336.85K","1.87%"
"Oct 21, 2019","133,500","132,500","134,000","131,000","213.67K","0.75%"
"Oct 20, 2019","132,500","132,500","132,500","132,500","-","0.00%"
"Oct 18, 2019","132,500","131,000","133,500","131,000","331.94K","1.53%"
"Oct 17, 2019","130,500","131,500","132,500","129,000","617.54K","-1.14%"
"Oct 16, 2019","132,000","134,000","134,500","128,500","752.72K","-1.49%"
"Oct 15, 2019","134,000","135,000","135,000","133,000","189.95K","-0.37%"
"Oct 14, 2019","134,500","136,000","136,500","134,000","317.02K","-0.37%"
"Oct 13, 2019","135,000","135,000","135,000","135,000","-","0.00%"
"Oct 11, 2019","135,000","136,500","137,500","134,500","238.28K","-1.10%"
"Oct 10, 2019","136,500","133,000","137,000","132,500","693.61K","1.49%"
"Oct 09, 2019","134,500","134,500","134,500","134,500","-","0.00%"
"Oct 08, 2019","134,500","134,500","135,000","133,500","224.40K","0.00%"
"Oct 07, 2019","134,500","134,000","135,000","133,000","246.05K","0.75%"
"Oct 04, 2019","133,500","134,500","136,000","133,500","237.10K","-1.48%"
"Oct 03, 2019","135,500","135,500","135,500","135,500","-","0.00%"
"Oct 02, 2019","135,500","136,500","137,000","135,500","151.81K","-1.45%"
"Oct 01, 2019","137,500","136,000","138,000","136,000","251.09K","1.48%"
"Sep 30, 2019","135,500","134,500","136,000","134,000","201.40K","0.00%"
"Sep 29, 2019","135,500","135,500","135,500","135,500","-","0.00%"
"Sep 27, 2019","135,500","136,500","136,500","134,500","168.42K","-0.73%"
"Sep 26, 2019","136,500","137,000","137,500","135,000","210.22K","0.37%"
"Sep 25, 2019","136,000","137,500","138,500","136,000","301.35K","-1.45%"
"Sep 24, 2019","138,000","135,000","138,000","134,500","465.65K","2.60%"
"Sep 23, 2019","134,500","135,000","136,500","134,500","206.43K","-0.74%"
"Sep 22, 2019","135,500","135,500","135,500","135,500","-","0.00%"
"Sep 20, 2019","135,500","135,500","135,500","133,000","354.43K","0.00%"
"Sep 19, 2019","135,500","136,500","137,500","135,000","242.56K","-1.09%"
"Sep 18, 2019","137,000","133,000","137,000","133,000","682.93K","3.79%"
"Sep 17, 2019","132,000","132,000","134,000","132,000","325.63K","0.00%"
"Sep 16, 2019","132,000","134,500","135,000","131,000","411.49K","-0.75%"
"Sep 15, 2019","133,000","133,000","133,000","133,000","-","0.00%"
