"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 01, 2019","167,000","166,000","168,500","164,000","648.18K","1.83%"
"Oct 31, 2019","164,000","159,000","167,000","157,500","1.39M","6.15%"
"Oct 30, 2019","154,500","152,000","154,500","151,500","290.63K","0.98%"
"Oct 29, 2019","153,000","157,500","158,000","152,000","320.86K","-2.55%"
"Oct 28, 2019","157,000","152,500","158,000","152,500","335.18K","2.95%"
"Oct 25, 2019","152,500","151,000","153,500","151,000","162.50K","-0.33%"
"Oct 24, 2019","153,000","151,500","153,000","150,500","224.56K","0.33%"
"Oct 23, 2019","152,500","152,000","153,500","151,500","226.74K","-0.97%"
"Oct 22, 2019","154,000","150,500","154,500","150,500","334.46K","1.32%"
"Oct 21, 2019","152,000","151,500","153,500","149,000","245.41K","1.00%"
"Oct 20, 2019","150,500","150,500","150,500","150,500","-","0.00%"
"Oct 18, 2019","150,500","151,500","153,500","150,000","244.91K","-1.63%"
"Oct 17, 2019","153,000","155,000","156,500","152,000","280.07K","-0.97%"
"Oct 16, 2019","154,500","151,500","155,000","151,000","271.14K","1.98%"
"Oct 15, 2019","151,500","156,500","156,500","150,500","297.40K","-2.88%"
"Oct 14, 2019","156,000","156,000","156,500","153,500","246.40K","0.00%"
"Oct 11, 2019","156,000","156,500","157,000","153,500","216.73K","1.63%"
"Oct 10, 2019","153,500","151,500","155,500","150,500","367.75K","0.00%"
"Oct 08, 2019","153,500","154,500","154,500","151,500","250.78K","0.33%"
"Oct 07, 2019","153,000","150,500","153,500","150,000","387.37K","1.66%"
"Oct 04, 2019","150,500","155,500","159,000","148,500","602.43K","-4.14%"
"Oct 02, 2019","157,000","159,000","160,000","156,500","193.09K","-1.88%"
"Oct 01, 2019","160,000","157,500","160,000","157,000","260.48K","1.91%"
"Sep 30, 2019","157,000","155,000","157,500","154,500","312.89K","0.64%"
"Sep 29, 2019","156,000","156,000","156,000","156,000","-","0.00%"
"Sep 27, 2019","156,000","158,500","158,500","154,500","227.43K","-1.27%"
"Sep 26, 2019","158,000","157,500","159,000","156,500","249.04K","0.00%"
"Sep 25, 2019","158,000","155,500","159,000","155,500","222.88K","0.00%"
"Sep 24, 2019","158,000","157,000","158,500","155,500","195.96K","0.64%"
"Sep 23, 2019","157,000","157,500","158,000","155,500","193.72K","0.00%"
"Sep 22, 2019","157,000","157,000","157,000","157,000","-","0.00%"
"Sep 20, 2019","157,000","156,000","158,000","156,000","287.21K","-0.32%"
"Sep 19, 2019","157,500","157,000","158,000","156,000","362.27K","-0.94%"
"Sep 18, 2019","159,000","156,000","159,500","155,500","465.17K","2.58%"
"Sep 17, 2019","155,000","153,000","155,500","153,000","271.56K","0.32%"
"Sep 16, 2019","154,500","154,500","156,500","153,500","420.49K","0.65%"
"Sep 11, 2019","153,500","150,500","154,000","150,000","627.63K","1.99%"
"Sep 10, 2019","150,500","153,000","153,000","150,000","296.93K","-1.63%"
"Sep 09, 2019","153,000","149,500","154,000","148,500","464.09K","2.34%"
"Sep 08, 2019","149,500","149,500","149,500","149,500","-","0.00%"
"Sep 06, 2019","149,500","146,000","150,000","145,500","223.18K","1.70%"
"Sep 05, 2019","147,000","150,000","151,000","145,000","516.19K","-2.65%"
"Sep 04, 2019","151,000","149,500","151,000","149,000","263.19K","0.33%"
"Sep 03, 2019","150,500","151,500","151,500","149,000","288.84K","0.33%"
"Sep 02, 2019","150,000","156,000","156,000","147,500","371.59K","2.39%"
"Aug 30, 2019","146,500","146,000","149,000","144,500","370.59K","1.03%"
"Aug 29, 2019","145,000","146,500","146,500","143,500","374.55K","-1.02%"
"Aug 28, 2019","146,500","146,500","147,500","144,500","309.14K","0.00%"
"Aug 27, 2019","146,500","144,000","147,500","141,500","897.36K","2.09%"
"Aug 26, 2019","143,500","145,500","147,000","143,000","376.29K","-3.37%"
"Aug 23, 2019","148,500","149,000","149,000","145,500","367.24K","0.34%"
"Aug 22, 2019","148,000","148,000","150,500","147,500","499.45K","0.34%"
"Aug 21, 2019","147,500","144,500","148,500","142,500","514.04K","1.37%"
"Aug 20, 2019","145,500","139,000","145,500","139,000","555.95K","4.68%"
"Aug 19, 2019","139,000","139,000","141,000","138,000","319.30K","-0.36%"
"Aug 16, 2019","139,500","138,500","140,500","137,500","351.11K","0.36%"
"Aug 15, 2019","139,000","139,000","139,000","139,000","-","0.00%"
"Aug 14, 2019","139,000","142,500","143,000","138,500","432.82K","-2.46%"
"Aug 13, 2019","142,500","139,000","144,500","138,500","352.20K","1.42%"
"Aug 12, 2019","140,500","142,500","144,500","140,500","217.13K","-1.40%"
"Aug 11, 2019","142,500","142,500","142,500","142,500","-","0.00%"
"Aug 09, 2019","142,500","142,000","145,000","140,500","368.00K","1.79%"
"Aug 08, 2019","140,000","139,500","142,000","136,500","496.43K","1.82%"
"Aug 07, 2019","137,500","139,000","139,500","136,000","336.40K","-0.72%"
"Aug 06, 2019","138,500","134,000","140,000","132,000","609.92K","0.36%"
"Aug 05, 2019","138,000","141,000","142,000","135,500","708.58K","-2.82%"
"Aug 04, 2019","142,000","142,000","142,000","142,000","-","0.00%"
"Aug 02, 2019","142,000","139,000","142,500","138,500","483.70K","1.07%"
"Aug 01, 2019","140,500","139,500","141,500","138,500","374.45K","1.81%"
"Jul 31, 2019","138,000","139,000","139,500","136,000","361.37K","-0.36%"
"Jul 30, 2019","138,500","140,000","140,500","136,500","364.37K","0.00%"
"Jul 29, 2019","138,500","139,500","141,000","137,000","583.40K","-1.77%"
"Jul 28, 2019","141,000","141,000","141,000","141,000","-","0.00%"
"Jul 26, 2019","141,000","137,500","142,000","136,500","1.44M","5.22%"
"Jul 25, 2019","134,000","125,500","134,500","125,000","1.62M","8.50%"
"Jul 24, 2019","123,500","122,500","124,500","122,500","402.08K","0.82%"
"Jul 23, 2019","122,500","122,500","123,000","122,000","305.05K","1.24%"
"Jul 22, 2019","121,000","122,000","122,500","120,500","346.85K","-1.22%"
"Jul 19, 2019","122,500","121,000","123,000","121,000","311.07K","1.66%"
"Jul 18, 2019","120,500","118,500","122,000","118,500","267.67K","1.26%"
"Jul 17, 2019","119,000","120,000","120,000","118,000","205.26K","-0.83%"
"Jul 16, 2019","120,000","119,000","120,500","117,500","385.79K","1.69%"
"Jul 15, 2019","118,000","118,000","120,000","116,500","263.72K","0.85%"
"Jul 12, 2019","117,000","117,000","118,500","116,500","158.62K","0.00%"
"Jul 11, 2019","117,000","115,500","118,000","115,500","293.27K","1.30%"
"Jul 10, 2019","115,500","116,500","119,000","115,500","267.28K","0.00%"
"Jul 09, 2019","115,500","118,000","120,000","115,000","401.03K","-2.53%"
"Jul 08, 2019","118,500","120,500","121,000","118,000","306.64K","-2.07%"
"Jul 05, 2019","121,000","118,500","121,500","118,500","405.41K","2.54%"
"Jul 04, 2019","118,000","116,000","119,500","116,000","355.63K","0.43%"
"Jul 03, 2019","117,500","116,000","118,500","115,000","408.63K","2.17%"
"Jul 02, 2019","115,000","114,000","115,500","112,000","273.91K","0.44%"
"Jul 01, 2019","114,500","114,500","115,500","114,000","306.55K","0.44%"
"Jun 30, 2019","114,000","114,000","114,000","114,000","-","0.00%"
"Jun 28, 2019","114,000","114,500","115,500","112,500","266.83K","-0.87%"
"Jun 27, 2019","115,000","115,500","116,000","113,000","375.50K","-0.43%"
"Jun 26, 2019","115,500","114,500","116,500","114,000","298.36K","0.87%"
"Jun 25, 2019","114,500","114,000","116,000","113,000","473.88K","0.88%"
"Jun 24, 2019","113,500","113,000","113,500","112,000","242.17K","0.44%"
"Jun 21, 2019","113,000","112,500","115,000","111,500","555.85K","1.35%"
"Jun 20, 2019","111,500","110,000","112,000","109,000","282.03K","1.36%"
"Jun 19, 2019","110,000","110,000","110,000","107,000","482.07K","0.92%"
"Jun 18, 2019","109,000","109,500","110,000","106,500","791.45K","-1.36%"
"Jun 17, 2019","110,500","111,500","111,500","110,000","347.82K","-0.90%"
"Jun 16, 2019","111,500","111,500","111,500","111,500","-","0.00%"
"Jun 14, 2019","111,500","112,000","113,000","110,500","393.41K","-1.33%"
"Jun 13, 2019","113,000","114,500","115,500","112,000","508.12K","-0.88%"
"Jun 12, 2019","114,000","112,000","114,500","112,000","294.99K","0.88%"
"Jun 11, 2019","113,000","114,000","114,500","112,500","388.66K","-0.88%"
"Jun 10, 2019","114,000","111,500","114,500","111,000","453.78K","2.70%"
"Jun 07, 2019","111,000","110,000","112,000","110,000","283.86K","0.45%"
"Jun 05, 2019","110,500","112,000","112,500","109,500","438.61K","-0.45%"
"Jun 04, 2019","111,000","114,000","114,500","110,500","531.03K","-3.48%"
"Jun 03, 2019","115,000","113,000","115,000","112,000","391.35K","3.14%"
"May 31, 2019","111,500","111,500","112,500","110,000","310.54K","-0.45%"
"May 30, 2019","112,000","110,000","114,000","109,500","370.47K","2.28%"
"May 29, 2019","109,500","109,000","111,000","108,500","515.05K","0.92%"
"May 28, 2019","108,500","109,500","112,500","108,500","1.48M","-1.81%"
"May 27, 2019","110,500","112,500","113,000","109,500","369.18K","-2.64%"
"May 24, 2019","113,500","113,000","115,000","112,500","381.76K","0.44%"
"May 23, 2019","113,000","112,500","114,000","110,000","520.87K","0.00%"
"May 22, 2019","113,000","115,000","115,000","111,000","556.89K","-1.31%"
"May 21, 2019","114,500","117,500","119,500","113,500","602.10K","-3.38%"
"May 20, 2019","118,500","121,500","121,500","118,000","399.45K","-2.07%"
"May 17, 2019","121,000","120,000","123,500","118,500","439.38K","1.68%"
"May 16, 2019","119,000","120,500","121,000","118,000","459.30K","-0.83%"
"May 15, 2019","120,000","121,500","123,000","120,000","460.57K","-1.64%"
"May 14, 2019","122,000","121,000","123,500","119,500","462.93K","-0.41%"
"May 13, 2019","122,500","121,500","124,000","121,500","340.87K","0.00%"
"May 10, 2019","122,500","120,500","123,000","120,000","472.80K","2.94%"
"May 09, 2019","119,000","122,500","124,000","119,000","609.70K","-3.64%"
"May 08, 2019","123,500","122,000","124,000","122,000","317.06K","-0.40%"
"May 07, 2019","124,000","122,000","125,500","121,500","678.41K","0.00%"
"May 03, 2019","124,000","122,000","124,500","121,500","684.99K","1.64%"
"May 02, 2019","122,000","119,000","124,000","118,500","691.59K","2.09%"
"Apr 30, 2019","119,500","119,000","120,000","117,500","552.74K","-0.42%"
"Apr 29, 2019","120,000","118,500","120,000","117,000","429.07K","1.69%"
"Apr 26, 2019","118,000","120,000","120,500","117,500","518.06K","-2.07%"
"Apr 25, 2019","120,500","122,000","122,000","120,000","546.80K","-0.41%"
"Apr 24, 2019","121,000","122,000","122,500","119,500","901.21K","0.41%"
"Apr 23, 2019","120,500","119,000","121,000","119,000","814.19K","2.12%"
"Apr 22, 2019","118,000","118,000","119,500","117,500","393.91K","0.00%"
"Apr 19, 2019","118,000","119,000","119,000","117,500","246.15K","0.00%"
"Apr 18, 2019","118,000","119,000","120,000","117,000","546.65K","-1.26%"
"Apr 17, 2019","119,500","120,000","120,000","119,000","478.40K","0.00%"
"Apr 16, 2019","119,500","119,500","120,500","119,000","497.76K","0.00%"
"Apr 15, 2019","119,500","119,000","120,000","118,000","595.57K","0.00%"
"Apr 12, 2019","119,500","121,500","122,000","119,500","526.00K","-1.65%"
"Apr 11, 2019","121,500","121,500","123,000","121,000","474.24K","-0.41%"
"Apr 10, 2019","122,000","121,500","122,500","121,000","323.82K","0.41%"
"Apr 09, 2019","121,500","121,500","122,500","121,000","350.87K","0.00%"
"Apr 08, 2019","121,500","122,500","123,000","121,000","354.73K","-1.22%"
"Apr 05, 2019","123,000","122,500","123,500","122,000","220.99K","0.41%"
"Apr 04, 2019","122,500","122,500","123,500","121,500","356.00K","0.41%"
"Apr 03, 2019","122,000","123,000","123,500","121,000","475.04K","-2.01%"
"Apr 02, 2019","124,500","124,500","125,500","123,500","342.67K","0.40%"
