"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 01, 2019","231,000","229,500","231,500","227,500","122.64K","1.54%"
"Oct 31, 2019","227,500","232,000","232,000","227,000","205.95K","-1.09%"
"Oct 30, 2019","230,000","231,000","232,000","230,000","290.18K","0.88%"
"Oct 29, 2019","228,000","230,500","230,500","224,500","216.29K","-0.65%"
"Oct 28, 2019","229,500","227,000","230,000","226,000","185.23K","1.55%"
"Oct 27, 2019","226,000","226,000","226,000","226,000","-","0.00%"
"Oct 25, 2019","226,000","227,000","227,000","225,500","116.24K","0.00%"
"Oct 24, 2019","226,000","226,500","227,500","224,000","137.12K","0.67%"
"Oct 23, 2019","224,500","223,000","225,000","222,500","127.11K","0.00%"
"Oct 22, 2019","224,500","225,000","225,000","222,500","160.71K","0.00%"
"Oct 21, 2019","224,500","225,500","225,500","221,500","110.39K","0.22%"
"Oct 18, 2019","224,000","220,500","225,500","220,500","290.72K","1.82%"
"Oct 17, 2019","220,000","219,500","221,500","219,500","177.27K","0.69%"
"Oct 16, 2019","218,500","221,000","222,000","218,500","301.08K","-0.68%"
"Oct 15, 2019","220,000","221,500","222,000","218,500","511.88K","-2.87%"
"Oct 14, 2019","226,500","230,000","231,000","225,500","210.31K","-0.22%"
"Oct 13, 2019","227,000","227,000","227,000","227,000","-","0.00%"
"Oct 11, 2019","227,000","233,500","233,500","225,000","349.71K","-2.37%"
"Oct 10, 2019","232,500","223,500","232,500","223,000","407.04K","2.65%"
"Oct 09, 2019","226,500","226,500","226,500","226,500","-","0.00%"
"Oct 08, 2019","226,500","221,500","227,000","221,000","229.69K","3.19%"
"Oct 07, 2019","219,500","220,500","223,000","218,000","122.54K","0.46%"
"Oct 06, 2019","218,500","218,500","218,500","218,500","-","0.00%"
"Oct 04, 2019","218,500","219,000","222,000","218,000","164.73K","-0.91%"
"Oct 03, 2019","220,500","220,500","220,500","220,500","-","0.00%"
"Oct 02, 2019","220,500","223,500","226,500","220,500","186.20K","-2.22%"
"Oct 01, 2019","225,500","221,000","229,000","221,000","167.64K","1.12%"
"Sep 30, 2019","223,000","220,000","223,500","216,500","252.85K","0.22%"
"Sep 29, 2019","222,500","222,500","222,500","222,500","-","0.00%"
"Sep 27, 2019","222,500","225,500","226,000","221,500","139.01K","-0.89%"
"Sep 26, 2019","224,500","226,000","228,000","223,500","269.35K","0.67%"
"Sep 25, 2019","223,000","234,000","234,500","222,500","639.80K","-6.50%"
"Sep 24, 2019","238,500","237,500","238,500","236,500","108.06K","0.63%"
"Sep 23, 2019","237,000","237,000","239,500","236,500","126.00K","0.00%"
"Sep 22, 2019","237,000","237,000","237,000","237,000","-","0.00%"
"Sep 20, 2019","237,000","236,500","237,000","234,000","184.59K","0.21%"
"Sep 19, 2019","236,500","234,000","238,000","233,500","176.05K","0.85%"
"Sep 18, 2019","234,500","234,500","236,000","233,000","151.77K","0.00%"
"Sep 17, 2019","234,500","235,500","237,500","234,000","241.25K","0.43%"
"Sep 16, 2019","233,500","233,500","234,000","229,500","246.83K","0.00%"
"Sep 11, 2019","233,500","233,500","234,000","226,500","444.02K","0.43%"
"Sep 10, 2019","232,500","239,500","239,500","232,000","563.32K","-3.53%"
"Sep 09, 2019","241,000","245,000","246,000","239,000","254.21K","-1.23%"
"Sep 06, 2019","244,000","248,500","248,500","243,000","159.72K","0.00%"
"Sep 05, 2019","244,000","244,500","247,500","243,500","214.51K","-0.81%"
"Sep 04, 2019","246,000","245,500","247,000","241,000","237.19K","-0.20%"
"Sep 03, 2019","246,500","245,000","248,000","243,500","169.98K","0.20%"
"Sep 02, 2019","246,000","232,500","246,000","231,500","354.92K","-1.40%"
"Aug 30, 2019","249,500","248,500","251,000","246,500","167.83K","0.81%"
"Aug 29, 2019","247,500","249,500","249,500","245,500","138.17K","-0.40%"
"Aug 28, 2019","248,500","247,500","250,000","244,500","164.35K","1.64%"
"Aug 27, 2019","244,500","245,000","246,500","241,500","212.31K","0.82%"
"Aug 26, 2019","242,500","243,000","245,500","239,000","189.53K","-1.62%"
"Aug 23, 2019","246,500","237,500","247,500","237,500","205.52K","2.07%"
"Aug 22, 2019","241,500","248,500","249,000","240,500","320.78K","-3.21%"
"Aug 21, 2019","249,500","253,500","253,500","248,500","175.50K","-1.77%"
"Aug 20, 2019","254,000","252,500","254,500","250,500","130.55K","0.40%"
"Aug 19, 2019","253,000","253,000","254,000","249,500","108.73K","0.20%"
"Aug 16, 2019","252,500","250,000","253,500","249,000","244.48K","-1.17%"
"Aug 14, 2019","255,500","248,000","256,000","247,500","349.32K","4.07%"
"Aug 13, 2019","245,500","246,500","248,500","244,000","139.50K","-1.60%"
"Aug 12, 2019","249,500","246,500","251,000","244,500","146.36K","0.81%"
"Aug 11, 2019","247,500","247,500","247,500","247,500","-","0.00%"
"Aug 09, 2019","247,500","239,000","247,500","238,000","275.57K","4.87%"
"Aug 08, 2019","236,000","239,000","243,500","235,000","338.44K","0.21%"
"Aug 07, 2019","235,500","239,500","241,000","235,000","167.42K","-0.21%"
"Aug 06, 2019","236,000","235,000","241,000","232,000","330.91K","-2.88%"
"Aug 05, 2019","243,000","250,000","250,500","240,000","274.92K","-3.38%"
"Aug 04, 2019","251,500","251,500","251,500","251,500","-","0.00%"
