"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 01, 2019","42,000","41,300","42,000","41,050","756.44K","2.31%"
"Oct 31, 2019","41,050","41,300","41,650","40,750","1.21M","-0.12%"
"Oct 30, 2019","41,100","40,850","41,100","40,500","814.56K","0.24%"
"Oct 29, 2019","41,000","41,500","41,650","40,900","1.23M","-0.97%"
"Oct 28, 2019","41,400","41,450","41,650","41,300","646.78K","-0.12%"
"Oct 27, 2019","41,450","41,450","41,450","41,450","-","0.00%"
"Oct 25, 2019","41,450","41,300","41,650","41,100","1.09M","-0.48%"
"Oct 24, 2019","41,650","41,800","41,950","41,150","1.04M","0.60%"
"Oct 23, 2019","41,400","41,250","41,500","41,050","1.05M","-0.24%"
"Oct 22, 2019","41,500","40,800","41,500","40,700","1.43M","2.22%"
"Oct 21, 2019","40,600","40,300","40,650","40,300","536.66K","0.74%"
"Oct 20, 2019","40,300","40,300","40,300","40,300","-","0.00%"
"Oct 18, 2019","40,300","40,700","41,000","40,200","1.30M","-1.47%"
"Oct 17, 2019","40,900","40,650","41,000","40,600","1.03M","-0.49%"
"Oct 16, 2019","41,100","40,700","41,100","40,700","1.72M","1.23%"
"Oct 15, 2019","40,600","40,600","40,750","40,450","887.02K","0.00%"
"Oct 14, 2019","40,600","40,700","40,950","40,500","981.67K","1.50%"
"Oct 11, 2019","40,000","39,950","40,150","39,650","933.64K","0.88%"
"Oct 10, 2019","39,650","39,400","39,850","39,050","1.44M","0.00%"
"Oct 09, 2019","39,650","39,650","39,650","39,650","-","0.00%"
"Oct 08, 2019","39,650","39,250","39,800","39,000","641.35K","1.67%"
"Oct 07, 2019","39,000","39,500","39,800","38,950","310.48K","-0.26%"
"Oct 04, 2019","39,100","38,450","39,800","38,400","1.77M","0.51%"
"Oct 02, 2019","38,900","38,900","39,100","38,800","1.16M","-1.52%"
"Oct 01, 2019","39,500","39,700","39,850","39,300","830.99K","0.00%"
"Sep 30, 2019","39,500","39,000","39,850","38,900","1.71M","0.51%"
"Sep 29, 2019","39,300","39,300","39,300","39,300","-","0.00%"
"Sep 27, 2019","39,300","39,600","39,850","39,300","967.46K","-2.24%"
"Sep 26, 2019","40,200","40,250","40,450","40,100","1.52M","0.00%"
"Sep 25, 2019","40,200","40,000","40,400","40,000","1.23M","-1.23%"
"Sep 24, 2019","40,700","40,500","40,700","40,150","1.22M","-0.12%"
"Sep 23, 2019","40,750","40,850","40,950","40,550","848.74K","-0.49%"
"Sep 22, 2019","40,950","40,950","40,950","40,950","-","0.00%"
"Sep 20, 2019","40,950","40,600","40,950","40,550","2.25M","0.99%"
"Sep 19, 2019","40,550","39,800","40,850","39,700","1.32M","1.76%"
"Sep 18, 2019","39,850","39,100","39,850","39,050","920.97K","1.66%"
"Sep 17, 2019","39,200","39,200","39,250","38,800","753.46K","0.26%"
"Sep 16, 2019","39,100","39,750","39,750","38,700","1.55M","-0.26%"
"Sep 11, 2019","39,200","39,200","39,400","39,050","846.27K","0.13%"
"Sep 10, 2019","39,150","38,900","39,200","38,900","997.60K","0.13%"
"Sep 09, 2019","39,100","38,750","39,150","38,700","758.57K","1.43%"
"Sep 08, 2019","38,550","38,550","38,550","38,550","-","0.00%"
"Sep 06, 2019","38,550","38,600","38,750","38,350","653.35K","1.05%"
"Sep 05, 2019","38,150","36,950","38,300","36,950","1.24M","3.95%"
"Sep 04, 2019","36,700","36,050","36,700","35,950","740.78K","1.38%"
"Sep 03, 2019","36,200","36,350","36,400","36,000","908.46K","-0.55%"
"Sep 02, 2019","36,400","36,900","37,100","36,400","384.73K","-1.22%"
"Sep 01, 2019","36,850","36,850","36,850","36,850","-","0.00%"
"Aug 30, 2019","36,850","36,200","37,050","36,200","1.31M","2.36%"
"Aug 29, 2019","36,000","36,450","36,650","36,000","954.47K","-1.23%"
"Aug 28, 2019","36,450","36,550","36,650","36,350","511.16K","0.14%"
"Aug 27, 2019","36,400","36,000","36,550","36,000","1.79M","1.39%"
"Aug 26, 2019","35,900","35,800","36,100","35,650","930.57K","-1.24%"
"Aug 23, 2019","36,350","36,350","36,600","36,300","553.13K","-0.95%"
"Aug 22, 2019","36,700","37,100","37,100","36,600","1.15M","-0.81%"
"Aug 21, 2019","37,000","36,950","37,150","36,750","1.00M","-0.13%"
"Aug 20, 2019","37,050","36,650","37,150","36,100","1.89M","2.63%"
"Aug 19, 2019","36,100","36,550","36,600","36,100","770.23K","-0.69%"
"Aug 18, 2019","36,350","36,350","36,350","36,350","-","0.00%"
"Aug 16, 2019","36,350","36,400","36,400","35,600","871.31K","1.39%"
"Aug 15, 2019","35,850","35,850","35,850","35,850","-","0.00%"
"Aug 14, 2019","35,850","36,000","36,400","35,800","953.53K","0.99%"
"Aug 13, 2019","35,500","36,000","36,000","35,500","1.10M","-0.84%"
"Aug 12, 2019","35,800","36,250","36,250","35,800","398.26K","0.85%"
"Aug 09, 2019","35,500","35,700","35,900","35,500","717.38K","0.28%"
"Aug 08, 2019","35,400","35,750","35,900","35,350","1.28M","-0.42%"
"Aug 07, 2019","35,550","35,750","35,950","35,550","1.40M","0.28%"
"Aug 06, 2019","35,450","34,500","35,800","34,500","1.74M","-0.98%"
"Aug 05, 2019","35,800","35,950","36,100","35,450","1.38M","-0.56%"
"Aug 02, 2019","36,000","35,950","36,800","35,950","1.71M","-1.64%"
"Aug 01, 2019","36,600","36,500","37,000","36,450","1.52M","-1.08%"
"Jul 31, 2019","37,000","37,750","38,050","36,850","1.73M","-2.76%"
"Jul 30, 2019","38,050","38,100","38,400","37,500","530.75K","-0.13%"
"Jul 29, 2019","38,100","38,600","38,600","37,900","694.73K","-1.30%"
"Jul 28, 2019","38,600","38,600","38,600","38,600","-","0.00%"
"Jul 26, 2019","38,600","38,500","38,800","38,000","1.09M","0.00%"
"Jul 25, 2019","38,600","38,400","38,900","38,200","952.96K","2.39%"
"Jul 24, 2019","37,700","38,600","38,800","37,650","1.19M","-2.96%"
"Jul 23, 2019","38,850","38,800","39,100","38,650","717.98K","0.78%"
"Jul 22, 2019","38,550","38,550","38,800","38,350","553.48K","0.13%"
"Jul 21, 2019","38,500","38,500","38,500","38,500","-","0.00%"
"Jul 19, 2019","38,500","38,250","38,700","38,100","718.79K","1.99%"
"Jul 18, 2019","37,750","37,950","38,050","37,650","292.75K","-0.53%"
"Jul 17, 2019","37,950","37,800","38,000","37,600","732.08K","-1.04%"
"Jul 16, 2019","38,350","38,050","38,500","38,050","644.10K","-0.39%"
"Jul 15, 2019","38,500","38,200","38,650","38,150","488.16K","0.26%"
"Jul 12, 2019","38,400","38,550","38,600","38,050","688.72K","-0.26%"
"Jul 11, 2019","38,500","38,250","38,550","38,250","782.65K","1.72%"
"Jul 10, 2019","37,850","37,400","37,950","37,400","858.16K","1.47%"
"Jul 09, 2019","37,300","36,550","37,300","36,550","794.69K","1.50%"
"Jul 08, 2019","36,750","36,800","36,850","36,350","658.87K","-1.61%"
"Jul 05, 2019","37,350","38,000","38,000","37,150","599.45K","-1.71%"
"Jul 04, 2019","38,000","37,500","38,150","37,500","475.27K","0.53%"
"Jul 03, 2019","37,800","37,400","38,050","37,400","1.12M","-0.92%"
"Jul 02, 2019","38,150","37,950","38,350","37,600","746.50K","-0.52%"
"Jul 01, 2019","38,350","38,300","38,500","38,000","836.13K","0.26%"
"Jun 30, 2019","38,250","38,250","38,250","38,250","-","0.00%"
"Jun 28, 2019","38,250","38,150","38,450","38,050","1.32M","0.66%"
